"age","married","female","black","hispanic","born_us","fertyr","educ_cat","yrs_educ","masters","proffnl","doctoral","empstat","incwage","uhrswork","wkswork1","hrly_wage","ownershp","rent","trantime","hispan","race","citizen","marst","ind1990","occ1990","degfield","statefip"
51,1,1,0,1,0,NA,3,14,0,0,0,1,40000,37,52,20.7900207900208,1,NA,25,1,1,0,1,772,458,0,48
51,1,1,0,0,1,NA,3,14,0,0,0,1,38000,30,52,24.3589743589744,1,NA,10,0,1,1,1,712,254,0,24
45,1,0,0,1,1,NA,2,12,0,0,0,1,0,40,52,NA,1,NA,151,4,1,1,1,20,486,0,13
27,0,0,0,1,1,NA,2,12,0,0,0,1,17000,40,52,8.17307692307692,1,NA,45,1,1,1,6,172,376,0,48
55,1,1,0,0,1,NA,4,16,0,0,0,3,0,NA,NA,NA,2,3300,NA,0,1,1,1,0,999,62,24
48,1,1,0,0,1,0,3,14,0,0,0,1,33000,40,52,15.8653846153846,1,NA,5,0,1,1,1,870,17,0,42
50,1,0,0,0,1,NA,4,16,0,0,0,1,571000,80,52,137.259615384615,1,NA,15,0,1,1,1,341,4,62,6
46,1,0,0,0,0,NA,3,14,0,0,0,1,183000,40,52,87.9807692307692,1,NA,45,0,5,0,1,882,22,0,53
36,1,0,0,1,0,NA,4,16,0,0,0,1,35400,40,52,17.0192307692308,1,NA,20,1,1,0,1,612,436,24,6
34,1,1,0,0,1,0,5,18,1,0,0,1,65000,40,52,31.25,2,1700,5,0,8,1,1,850,64,23,36
39,1,1,0,0,1,1,4,16,0,0,0,1,40000,26,52,29.585798816568,2,2600,40,0,1,1,1,860,159,60,34
33,1,1,0,0,1,1,4,16,0,0,0,1,18000,8,48,46.875,1,NA,NA,0,1,1,1,831,95,61,49
44,1,1,0,0,1,0,4,16,0,0,0,1,40000,20,52,38.4615384615385,1,NA,25,0,1,1,1,772,469,34,6
49,0,1,0,0,1,0,2,12,0,0,0,1,14300,30,52,9.16666666666667,2,1000,5,0,1,1,4,842,159,0,27
32,1,0,0,0,1,NA,2,12,0,0,0,1,43000,40,50,21.5,2,1000,80,0,1,1,1,60,575,0,33
35,1,0,0,0,1,NA,3,13,0,0,0,1,7000,50,52,NA,1,NA,15,0,1,1,1,10,479,0,20
50,0,0,0,0,1,NA,3,13,0,0,0,1,25000,40,52,12.0192307692308,1,NA,20,0,1,1,4,731,503,0,18
26,0,0,0,0,1,NA,1,11,0,0,0,1,20000,40,52,9.61538461538461,2,1100,30,0,1,1,6,331,804,0,26
26,0,0,0,1,1,NA,4,16,0,0,0,1,10000,30,52,6.41025641025641,1,NA,30,1,1,1,6,842,159,52,6
34,1,1,0,0,1,1,5,18,1,0,0,1,34000,50,52,13.0769230769231,1,NA,45,0,1,1,1,840,163,52,51
52,1,1,0,0,1,NA,4,16,0,0,0,1,78000,40,52,37.5,1,NA,35,0,1,1,1,901,174,60,24
49,0,0,0,0,1,NA,2,12,0,0,0,1,53000,40,52,25.4807692307692,1,NA,100,0,1,1,6,60,869,0,39
25,0,1,0,0,1,0,5,17,0,1,0,1,63000,45,50,28,2,2600,40,0,1,1,6,910,178,55,11
34,0,1,1,0,0,0,5,18,1,0,0,1,17000,32,52,10.2163461538462,1,NA,30,0,2,0,6,842,156,23,12
34,1,0,0,0,1,NA,4,16,0,0,0,1,79000,40,52,37.9807692307692,1,NA,35,0,1,1,1,882,56,24,36
47,0,0,0,0,0,NA,4,16,0,0,0,1,2000,99,8,NA,2,1300,15,0,6,0,6,42,43,26,48
32,1,1,0,0,0,0,2,12,0,0,0,1,19500,31,52,12.0967741935484,2,930,15,0,6,0,1,791,458,0,6
37,1,1,0,0,1,0,2,12,0,0,0,1,14000,28,52,9.61538461538461,1,NA,2,0,1,1,1,331,799,0,10
51,0,0,0,0,1,NA,4,16,0,0,0,1,58000,44,52,25.3496503496504,1,NA,50,0,1,1,4,663,473,23,9
25,0,0,0,1,1,NA,2,12,0,0,0,1,19200,35,26,21.0989010989011,2,700,20,1,1,1,6,10,479,0,6
48,1,1,1,0,0,0,2,12,0,0,0,1,60000,40,40,37.5,1,NA,20,0,2,0,1,890,376,0,6
47,1,0,0,1,1,NA,1,10,0,0,0,1,98000,12,52,157.051282051282,1,NA,30,1,1,1,1,60,596,0,48
51,1,0,0,0,1,NA,4,16,0,0,0,1,1e+05,45,52,42.7350427350427,1,NA,15,0,1,1,1,892,75,50,56
38,1,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,2,NA,NA,0,1,1,1,0,999,0,36
54,1,0,0,0,1,NA,3,13,0,0,0,1,110000,48,52,44.0705128205128,1,NA,30,0,1,1,1,160,549,0,28
33,1,1,0,1,0,0,3,13,0,0,0,2,0,NA,NA,NA,1,NA,NA,1,1,0,1,992,991,0,18
47,0,1,0,0,1,0,2,12,0,0,0,1,5000,12,52,8.01282051282051,1,NA,1,0,1,1,6,641,434,0,53
50,1,0,0,0,1,NA,2,12,0,0,0,1,38000,40,52,18.2692307692308,1,NA,25,0,3,1,1,901,97,0,40
34,0,0,1,0,1,NA,2,12,0,0,0,1,24000,40,52,11.5384615384615,2,650,5,0,2,1,6,731,799,0,39
35,1,0,0,0,1,NA,3,13,0,0,0,1,28800,36,52,15.3846153846154,1,NA,30,0,3,1,1,641,436,0,40
54,1,1,0,0,0,NA,5,18,1,0,0,1,42300,40,52,20.3365384615385,1,NA,25,0,4,0,1,840,25,33,9
43,0,1,0,0,1,0,5,22,0,0,1,1,665000,20,52,NA,1,NA,40,0,7,1,4,732,22,21,36
54,0,0,0,1,1,NA,3,14,0,0,0,3,0,NA,NA,NA,2,750,NA,2,1,1,6,0,999,0,48
45,0,0,0,1,0,NA,4,16,0,0,0,1,50000,47,52,20.4582651391162,1,NA,NA,4,1,0,6,612,275,62,8
52,1,1,0,0,1,NA,5,17,0,1,0,1,150000,40,52,72.1153846153846,1,NA,20,0,1,1,1,711,178,52,13
50,1,0,0,1,0,NA,1,0,0,0,0,3,0,NA,NA,NA,2,2800,NA,1,7,0,1,60,558,0,6
42,0,0,1,1,0,NA,4,16,0,0,0,1,60000,40,52,28.8461538461538,1,NA,20,2,2,0,6,711,375,53,12
29,0,0,0,0,1,NA,4,16,0,0,0,1,95000,45,52,40.5982905982906,2,2300,25,0,1,1,6,410,889,60,36
25,0,1,0,0,1,0,3,13,0,0,0,1,40000,40,52,19.2307692307692,1,NA,10,0,1,1,6,822,678,0,36
43,1,1,0,0,1,0,5,17,0,1,0,1,571000,50,52,NA,1,NA,15,0,1,1,1,812,84,50,6
49,1,1,0,0,1,0,3,13,0,0,0,1,24000,40,52,11.5384615384615,1,NA,30,0,1,1,1,432,27,0,53
36,0,0,0,0,1,NA,1,4,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,8,1,3,0,999,0,1
52,1,1,0,0,1,NA,2,12,0,0,0,1,0,10,2,NA,1,NA,NA,0,1,1,1,661,275,0,48
34,1,1,0,0,1,0,4,16,0,0,0,1,54000,40,52,25.9615384615385,1,NA,40,0,1,1,1,842,155,62,48
47,0,1,0,0,1,0,4,16,0,0,0,1,7500,20,40,9.375,2,1200,90,0,1,1,4,850,154,33,24
50,1,0,0,0,1,NA,2,12,0,0,0,1,76000,42,52,34.7985347985348,1,NA,40,0,1,1,1,400,463,0,17
47,1,1,0,0,0,0,3,14,0,0,0,1,48800,15,52,62.5641025641026,1,NA,NA,0,6,0,1,660,243,0,48
53,0,0,0,0,1,NA,2,12,0,0,0,1,60000,40,52,28.8461538461538,2,910,24,0,1,1,4,412,804,0,39
38,1,1,0,0,1,0,2,12,0,0,0,1,16900,40,52,8.125,2,500,60,0,1,1,1,842,159,0,54
50,1,0,0,1,1,NA,2,12,0,0,0,3,0,NA,NA,NA,2,1400,NA,1,7,1,1,580,275,0,32
52,0,1,0,0,1,NA,4,16,0,0,0,1,80000,37,52,41.5800415800416,1,NA,20,0,1,1,4,831,105,33,33
25,0,0,1,0,1,NA,3,13,0,0,0,1,40000,38,52,20.2429149797571,2,930,30,0,2,1,6,591,274,0,51
27,0,1,0,0,1,0,4,16,0,0,0,1,20000,35,52,10.989010989011,2,1000,20,0,1,1,6,641,435,62,12
37,0,1,0,1,0,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,1,1,0,3,242,744,0,12
27,0,1,0,1,1,1,4,16,0,0,0,1,45000,30,52,28.8461538461538,2,2000,30,1,1,1,6,842,155,34,6
54,0,0,0,0,1,NA,3,13,0,0,0,1,35000,43,52,15.6529516994633,1,NA,30,0,1,1,6,751,275,0,6
52,1,1,0,0,1,NA,2,12,0,0,0,1,20000,35,52,10.989010989011,2,850,25,0,1,1,1,641,435,0,54
55,1,1,0,1,0,NA,1,6,0,0,0,3,0,NA,NA,NA,1,NA,NA,1,7,0,1,0,999,0,27
44,1,0,0,0,1,NA,2,12,0,0,0,1,30700,40,52,14.7596153846154,2,1000,35,0,1,1,1,432,516,0,12
44,0,0,0,0,1,NA,2,12,0,0,0,1,9000,40,42,5.35714285714286,1,NA,10,0,1,1,6,212,726,0,27
31,0,1,1,0,1,0,4,16,0,0,0,1,24000,40,52,11.5384615384615,2,960,40,0,2,1,6,862,155,23,37
32,1,1,0,0,1,0,3,13,0,0,0,1,50000,40,52,24.0384615384615,1,NA,15,0,1,1,1,831,207,0,39
38,1,0,0,1,0,NA,4,16,0,0,0,1,115000,40,52,55.2884615384615,1,NA,45,4,7,0,1,910,418,62,6
55,1,0,0,0,1,NA,3,14,0,0,0,1,130000,45,52,55.5555555555556,1,NA,40,0,1,1,1,512,22,0,27
41,0,0,0,0,1,NA,4,16,0,0,0,1,74000,40,52,35.5769230769231,2,760,15,0,1,1,4,832,95,37,48
26,0,0,1,0,1,NA,2,12,0,0,0,2,0,NA,NA,NA,2,460,NA,0,2,1,6,992,991,0,22
49,1,0,0,0,0,NA,2,12,0,0,0,1,28000,30,52,17.9487179487179,1,NA,30,0,1,0,1,621,276,0,34
50,0,0,0,0,1,NA,3,13,0,0,0,1,65000,40,52,31.25,1,NA,15,0,1,1,4,192,628,0,41
51,0,1,0,0,1,NA,4,16,0,0,0,1,50000,32,52,30.0480769230769,1,NA,12,0,1,1,3,591,444,50,53
48,1,1,0,0,1,0,5,18,1,0,0,1,0,23,36,NA,1,NA,NA,0,1,1,1,791,469,52,41
25,0,0,1,1,1,NA,3,14,0,0,0,1,8000,40,40,5,2,1300,45,2,2,1,6,401,575,0,36
55,1,0,0,0,1,NA,1,9,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,111,687,0,21
44,1,1,0,0,1,0,5,22,0,0,1,1,87000,50,52,33.4615384615385,1,NA,10,0,1,1,1,850,154,55,13
29,0,0,0,1,1,NA,4,16,0,0,0,1,0,50,52,NA,2,750,NA,1,1,1,6,623,185,50,53
25,0,1,0,0,0,0,4,16,0,0,0,1,34900,40,52,16.7788461538462,1,NA,30,0,1,0,6,871,174,29,42
41,1,1,0,0,1,0,4,16,0,0,0,1,80000,50,52,30.7692307692308,2,1200,10,0,1,1,1,631,159,64,37
35,0,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,4,0,999,0,5
37,1,0,0,1,0,NA,1,0,0,0,0,1,25000,50,52,9.61538461538461,2,1000,45,1,1,0,1,582,889,0,6
32,0,0,0,0,1,NA,2,12,0,0,0,3,3700,20,2,92.5,1,NA,NA,0,1,1,6,722,748,0,18
49,1,1,0,0,1,0,4,16,0,0,0,1,10300,10,50,20.6,1,NA,NA,0,1,1,1,172,183,19,26
54,0,1,0,0,1,NA,2,12,0,0,0,1,60000,40,52,28.8461538461538,1,NA,60,0,1,1,4,841,313,0,54
49,0,1,0,1,1,0,2,12,0,0,0,1,7000,36,20,9.72222222222222,1,NA,35,1,7,1,4,331,726,0,48
50,0,1,0,0,0,0,3,13,0,0,0,1,36000,48,52,14.4230769230769,1,NA,30,0,1,0,4,840,447,0,55
38,0,0,0,0,1,NA,3,14,0,0,0,1,55000,40,52,26.4423076923077,2,1100,10,0,1,1,6,760,783,0,39
54,1,0,1,0,1,NA,5,18,1,0,0,1,4900,40,52,NA,1,NA,30,0,2,1,1,931,22,64,24
32,1,1,0,0,1,1,3,14,0,0,0,1,66000,40,52,31.7307692307692,1,NA,20,0,1,1,1,831,95,0,1
39,1,1,0,0,1,0,4,16,0,0,0,1,43000,9,36,132.716049382716,1,NA,20,0,1,1,1,842,156,23,31
44,1,0,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,0,25
49,0,1,1,0,1,0,1,10,0,0,0,1,5600,40,51,NA,1,NA,10,0,2,1,4,242,799,0,37
28,1,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,0,47
38,1,1,0,0,0,0,4,16,0,0,0,1,72000,37,52,37.4220374220374,1,NA,30,0,1,0,1,921,23,62,17
29,1,1,0,0,1,0,5,18,1,0,0,1,76000,50,52,29.2307692307692,2,1900,30,0,1,1,1,840,99,61,34
33,0,0,0,0,1,NA,4,16,0,0,0,1,25000,30,42,19.8412698412698,2,1700,20,0,1,1,6,641,435,60,6
55,0,1,1,0,1,NA,1,0,0,0,0,1,18000,80,52,4.32692307692308,2,350,10,0,2,1,5,601,276,0,13
25,0,0,0,0,1,NA,3,14,0,0,0,1,20000,40,44,11.3636363636364,2,2000,25,0,1,1,6,641,17,0,6
35,1,1,0,0,0,0,4,16,0,0,0,1,160000,45,52,68.3760683760684,1,NA,90,0,4,0,1,732,22,21,6
31,0,0,0,0,1,NA,3,13,0,0,0,1,32000,40,52,15.3846153846154,2,650,25,0,1,1,4,762,426,0,9
45,1,1,0,1,0,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,1,1,0,1,0,999,0,48
26,1,1,0,0,1,0,2,12,0,0,0,1,0,8,52,NA,1,NA,15,0,1,1,1,791,469,0,6
54,1,0,0,0,1,NA,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,831,23,62,34
39,1,1,0,0,1,0,3,13,0,0,0,1,7500,40,52,3.60576923076923,1,NA,40,0,1,1,2,870,207,0,31
38,1,0,0,1,0,NA,1,0,0,0,0,1,50000,50,52,19.2307692307692,1,NA,30,1,1,0,1,360,628,0,13
42,1,0,0,0,1,NA,4,16,0,0,0,1,23700,40,52,11.3942307692308,1,NA,6,0,1,1,1,861,426,21,17
28,1,0,0,0,1,NA,3,13,0,0,0,1,40000,40,52,19.2307692307692,2,1500,15,0,1,1,1,910,418,0,4
31,0,0,1,0,1,NA,2,12,0,0,0,1,13000,20,40,16.25,1,NA,30,0,2,1,6,631,889,0,26
34,0,0,0,0,1,NA,2,12,0,0,0,1,31500,45,52,13.4615384615385,1,NA,43,0,1,1,3,20,486,0,29
31,0,1,0,0,1,0,2,12,0,0,0,1,37400,39,52,18.4418145956607,1,NA,40,0,1,1,3,841,344,0,6
30,0,0,0,0,1,NA,4,16,0,0,0,1,55000,44,52,24.0384615384615,1,NA,45,0,1,1,6,620,243,36,36
39,1,0,0,0,1,NA,5,18,1,0,0,1,46000,40,52,22.1153846153846,1,NA,15,0,1,1,1,842,104,61,5
31,1,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,0,51
48,0,1,0,0,1,0,2,12,0,0,0,1,45000,40,52,21.6346153846154,1,NA,10,0,1,1,6,910,423,0,41
30,0,0,1,0,1,NA,1,0,0,0,0,3,0,NA,NA,NA,2,750,NA,0,2,1,6,360,756,0,22
47,1,0,0,0,1,NA,3,13,0,0,0,3,0,24,52,NA,1,NA,NA,0,1,1,1,771,628,0,40
40,1,0,0,1,1,NA,4,16,0,0,0,1,50000,40,52,24.0384615384615,2,1500,30,2,1,1,1,842,157,19,34
51,0,0,1,0,1,NA,5,18,1,0,0,3,0,NA,NA,NA,2,1200,NA,0,2,1,4,0,999,62,12
55,0,0,0,0,1,NA,4,16,0,0,0,3,0,NA,NA,NA,2,580,NA,0,1,1,4,0,999,60,12
28,0,1,0,0,1,0,2,12,0,0,0,1,23000,40,52,11.0576923076923,2,300,20,0,1,1,6,441,274,0,39
43,0,0,0,0,1,NA,3,13,0,0,0,1,38500,40,52,18.5096153846154,2,900,10,0,1,1,6,411,364,0,53
43,1,0,0,0,0,NA,1,8,0,0,0,1,48000,40,52,23.0769230769231,2,1200,10,0,1,0,1,60,563,0,25
33,1,1,1,0,1,0,3,14,0,0,0,1,13000,20,52,12.5,1,NA,NA,0,2,1,1,831,319,0,29
44,1,1,0,0,1,0,3,13,0,0,0,3,830,1,25,33.2,1,NA,NA,0,1,1,1,700,385,0,13
49,1,1,0,0,1,0,3,14,0,0,0,1,25000,25,52,19.2307692307692,1,NA,30,0,1,1,1,840,103,0,42
25,0,0,0,0,1,NA,2,12,0,0,0,1,21000,40,52,10.0961538461538,2,830,15,0,1,1,6,111,687,0,16
30,0,0,0,0,1,NA,2,12,0,0,0,1,25000,40,52,12.0192307692308,2,600,20,0,3,1,5,160,453,0,40
41,1,1,0,1,1,0,2,12,0,0,0,1,38000,40,52,18.2692307692308,1,NA,40,2,1,1,1,812,207,0,12
51,0,1,0,0,1,NA,4,16,0,0,0,1,32000,40,52,15.3846153846154,2,490,35,0,1,1,4,922,377,50,1
33,1,1,0,0,1,1,5,18,1,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,842,156,23,34
52,0,0,1,0,1,NA,3,14,0,0,0,3,0,NA,NA,NA,2,900,NA,0,2,1,3,731,364,0,42
50,0,0,0,0,1,NA,2,12,0,0,0,1,50000,45,52,21.3675213675214,1,NA,20,0,1,1,4,342,785,0,55
50,0,0,0,1,1,NA,1,9,0,0,0,3,0,NA,NA,NA,2,500,NA,1,7,1,4,60,579,0,48
44,1,1,0,0,1,0,4,16,0,0,0,1,64000,60,52,20.5128205128205,1,NA,40,0,1,1,1,172,22,20,24
47,1,1,0,0,1,0,5,18,1,0,0,1,175000,50,52,67.3076923076923,1,NA,NA,0,1,1,1,891,22,36,6
28,0,0,0,1,1,NA,2,12,0,0,0,1,35000,40,52,16.8269230769231,2,NA,15,1,1,1,6,42,218,0,48
40,0,1,1,0,1,0,3,13,0,0,0,1,26200,35,52,14.3956043956044,2,340,45,0,2,1,6,641,439,0,37
26,1,1,0,0,1,0,5,22,0,0,1,1,110000,40,52,52.8846153846154,1,NA,NA,0,1,1,1,642,96,36,47
49,1,1,0,0,1,0,2,12,0,0,0,1,12000,30,52,7.69230769230769,1,NA,10,0,1,1,1,881,337,0,5
38,1,0,0,0,1,NA,5,18,1,0,0,1,128000,48,52,51.2820512820513,1,NA,40,0,1,1,1,892,26,60,6
48,0,0,0,0,1,NA,2,12,0,0,0,1,68000,45,52,29.0598290598291,1,NA,35,0,1,1,6,521,274,0,4
26,0,0,0,1,1,NA,3,13,0,0,0,1,17000,38,52,8.60323886639676,2,310,30,1,1,1,6,702,243,0,48
51,1,1,0,1,1,NA,5,17,0,1,0,1,665000,70,52,182.692307692308,1,NA,55,4,1,1,1,841,178,55,36
48,1,1,0,1,0,0,1,0,0,0,0,3,0,NA,NA,NA,1,NA,NA,1,1,0,1,0,999,0,13
50,0,0,1,0,1,NA,3,13,0,0,0,1,76000,40,52,36.5384615384615,2,2300,40,0,2,1,6,470,628,0,6
43,1,0,0,0,1,NA,5,18,1,0,0,1,207000,45,52,88.4615384615385,1,NA,35,0,1,1,1,270,22,50,39
36,1,1,0,0,1,0,4,16,0,0,0,1,2000,10,40,5,1,NA,5,0,1,1,1,842,468,52,9
43,0,0,1,0,1,NA,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,2,1,4,941,905,35,13
35,1,1,0,0,1,0,4,16,0,0,0,1,93000,45,52,39.7435897435897,2,1900,NA,0,1,1,1,881,22,19,6
37,0,1,0,0,1,0,2,12,0,0,0,1,13000,25,52,10,2,1700,10,0,1,1,4,610,687,0,26
55,1,0,0,0,1,NA,5,18,1,0,0,2,0,NA,NA,NA,1,NA,NA,0,1,1,1,200,25,50,48
39,1,1,0,0,1,0,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,62,5
28,0,0,0,0,1,NA,3,14,0,0,0,1,62000,40,52,29.8076923076923,1,NA,35,0,1,1,6,732,64,0,29
51,0,0,1,0,1,NA,3,13,0,0,0,1,58000,40,52,27.8846153846154,2,780,12,0,2,1,6,932,575,0,20
43,1,1,0,0,1,0,5,18,1,0,0,1,56000,40,52,26.9230769230769,1,NA,15,0,3,1,1,842,157,23,37
54,1,0,0,0,1,NA,5,18,1,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,33,17
47,1,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,0,48
25,0,0,0,1,1,NA,2,12,0,0,0,1,30000,40,52,14.4230769230769,1,NA,40,1,7,1,6,392,889,0,6
25,0,1,0,1,1,0,2,12,0,0,0,1,65000,40,52,31.25,2,1600,60,4,7,1,6,821,319,0,6
52,1,0,0,0,1,NA,4,16,0,0,0,1,40000,45,52,17.0940170940171,1,NA,10,0,1,1,1,710,25,55,45
44,0,1,1,0,1,0,3,14,0,0,0,1,50000,40,52,24.0384615384615,1,NA,15,0,2,1,6,832,95,0,1
37,1,1,1,0,0,0,2,12,0,0,0,1,44000,40,52,21.1538461538462,2,1400,20,0,2,0,1,591,444,0,24
37,1,1,0,0,1,1,5,18,1,0,0,1,180000,40,52,86.5384615384615,1,NA,NA,0,1,1,1,812,95,23,35
33,0,0,0,0,1,NA,2,12,0,0,0,1,25000,40,52,12.0192307692308,2,600,20,0,1,1,6,601,243,0,4
38,0,1,0,0,1,0,3,13,0,0,0,1,32000,45,50,14.2222222222222,2,1500,15,0,9,1,6,641,435,0,8
27,0,0,0,1,1,NA,4,16,0,0,0,1,54000,50,52,20.7692307692308,2,2400,20,1,9,1,6,732,243,55,6
35,0,0,0,1,1,NA,1,8,0,0,0,3,250,5,1,50,1,NA,NA,1,1,1,6,791,27,0,8
35,1,1,0,0,1,0,2,12,0,0,0,1,12000,16,52,14.4230769230769,1,NA,25,0,1,1,1,812,678,0,26
50,1,0,0,0,1,NA,2,12,0,0,0,1,30000,40,52,14.4230769230769,1,NA,NA,0,1,1,1,831,405,0,26
31,1,1,0,1,1,0,3,14,0,0,0,1,18000,52,52,6.65680473372781,2,860,30,4,1,1,2,831,447,0,36
55,1,0,0,0,1,NA,4,16,0,0,0,1,1e+05,50,52,38.4615384615385,1,NA,35,0,1,1,1,371,59,24,55
42,1,1,0,0,1,0,3,13,0,0,0,3,0,NA,NA,NA,2,1400,NA,0,1,1,1,712,254,0,13
47,1,0,0,0,1,NA,2,12,0,0,0,1,72000,55,52,25.1748251748252,1,NA,45,0,1,1,1,410,804,0,39
35,0,0,0,0,1,NA,2,12,0,0,0,1,45000,40,52,21.6346153846154,1,NA,2,0,1,1,4,351,65,0,47
36,1,1,0,0,1,0,3,14,0,0,0,1,52000,48,52,20.8333333333333,2,1100,20,0,1,1,1,641,22,0,4
25,1,0,0,1,1,NA,3,14,0,0,0,1,15000,30,50,10,2,NA,65,4,1,1,1,860,159,0,13
25,0,1,1,0,1,0,2,12,0,0,0,2,0,NA,NA,NA,1,NA,NA,0,2,1,6,623,276,0,48
48,0,0,0,0,1,NA,2,12,0,0,0,1,0,40,52,NA,2,500,25,0,1,1,4,60,567,0,47
41,1,0,0,0,1,NA,2,12,0,0,0,1,58000,42,52,26.5567765567766,1,NA,20,0,1,1,1,401,808,0,24
43,1,1,0,1,0,0,1,4,0,0,0,1,90000,40,52,43.2692307692308,1,NA,60,1,7,0,2,542,243,0,6
51,1,0,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,0,26
53,1,0,0,0,1,NA,5,18,1,0,0,1,80000,40,52,38.4615384615385,1,NA,5,0,1,1,1,842,14,23,47
33,0,1,1,0,1,0,2,12,0,0,0,1,34000,30,52,21.7948717948718,2,1500,80,0,2,1,6,881,163,0,36
28,1,0,0,1,1,NA,1,10,0,0,0,1,49900,48,52,19.9919871794872,2,400,10,1,1,1,1,42,518,0,35
37,1,0,0,0,0,NA,5,18,1,0,0,1,141000,40,52,67.7884615384615,1,NA,72,0,6,0,1,342,22,62,34
47,0,1,0,1,0,0,4,16,0,0,0,1,50000,55,52,17.4825174825175,1,NA,142,1,7,0,6,671,365,23,6
43,0,0,0,1,0,NA,3,14,0,0,0,1,98000,40,52,47.1153846153846,1,NA,50,4,8,0,6,732,64,0,6
55,1,0,0,0,1,NA,2,12,0,0,0,1,175000,50,52,67.3076923076923,1,NA,15,0,1,1,1,60,4,0,12
36,1,0,1,0,1,NA,2,12,0,0,0,1,79000,40,52,37.9807692307692,2,1000,30,0,2,1,1,60,534,0,36
52,1,1,0,0,1,NA,4,16,0,0,0,1,24000,26,52,17.7514792899408,1,NA,15,0,1,1,1,842,156,23,48
37,1,0,0,0,1,NA,3,13,0,0,0,1,160000,40,52,76.9230769230769,1,NA,35,0,1,1,1,432,227,0,8
41,1,1,0,0,1,0,4,16,0,0,0,1,15000,40,40,9.375,1,NA,5,0,1,1,1,842,159,23,17
49,1,0,0,0,1,NA,4,16,0,0,0,1,47000,40,52,22.5961538461538,1,NA,25,0,1,1,1,842,344,62,25
25,0,1,1,0,1,1,2,12,0,0,0,1,9500,30,28,11.3095238095238,2,600,5,0,2,1,6,641,435,0,26
37,1,0,1,0,1,NA,3,13,0,0,0,1,80000,84,52,18.3150183150183,1,NA,20,0,2,1,1,910,808,0,12
41,1,1,0,0,0,0,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,6,0,1,0,999,23,8
32,0,0,0,0,1,NA,2,12,0,0,0,1,20000,40,52,9.61538461538461,1,NA,5,0,1,1,6,762,376,0,40
48,0,0,1,0,1,NA,3,13,0,0,0,1,60000,40,52,28.8461538461538,1,NA,25,0,2,1,3,910,423,0,22
47,1,0,0,0,0,NA,5,18,1,0,0,1,22000,45,10,48.8888888888889,1,NA,35,0,1,0,1,450,55,24,13
30,0,0,0,0,1,NA,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,6,0,999,48,53
49,1,0,1,0,0,NA,3,13,0,0,0,1,26000,50,52,10,2,750,25,0,2,0,1,612,804,0,44
55,0,1,0,0,1,NA,2,12,0,0,0,1,23000,40,52,11.0576923076923,1,NA,20,0,1,1,4,601,276,0,37
45,1,0,0,0,1,NA,4,16,0,0,0,1,130000,40,52,62.5,1,NA,30,0,1,1,1,441,22,62,53
45,0,0,1,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,2,1,6,0,999,0,1
25,0,0,0,0,1,NA,2,12,0,0,0,1,1500,15,14,7.14285714285714,1,NA,35,0,1,1,6,652,347,0,33
31,0,0,1,0,1,NA,2,12,0,0,0,2,0,NA,NA,NA,2,1600,NA,0,2,1,6,992,991,0,24
27,0,1,0,0,1,0,2,12,0,0,0,1,34000,40,52,16.3461538461538,1,NA,NA,0,1,1,3,623,243,0,36
49,1,0,0,0,1,NA,3,13,0,0,0,3,0,NA,NA,NA,2,650,NA,0,1,1,1,410,804,0,42
46,1,0,0,0,1,NA,4,16,0,0,0,1,72000,40,52,34.6153846153846,1,NA,45,0,1,1,1,740,22,62,51
26,0,1,0,0,1,0,4,16,0,0,0,1,60000,40,52,28.8461538461538,1,NA,5,0,1,1,6,741,185,60,33
25,0,1,0,0,1,0,4,16,0,0,0,1,80000,40,52,38.4615384615385,2,2900,30,0,1,1,6,710,25,62,6
48,0,1,1,0,1,0,4,16,0,0,0,1,48000,48,52,19.2307692307692,1,NA,65,0,2,1,6,172,183,19,42
